fold,candidate_id,factor_preset,risk_preset,portfolio_preset,w_combo_eff_accel,w_momentum_12_1,w_fund_hit_rate_20,w_vol_60d,w_max_drawdown_60d,top_n,max_per_theme,max_weight,volatility_target,weak_market_exposure,train_start,train_end,train_trading_days,train_total_return,train_annual_return,train_annual_volatility,train_sharpe_rf0,train_max_drawdown,train_calmar,test_start,test_end,test_trading_days,test_total_return,test_annual_return,test_annual_volatility,test_sharpe_rf0,test_max_drawdown,test_calmar,selection_score
2020_2022_to_2023,eff_heavy__risk_balanced__balanced,eff_heavy,risk_balanced,balanced,0.55,0.3,0.15,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2022-12-30,711,0.24309777203194005,0.0801785406910962,0.05937145009794971,1.3504561630012306,-0.041250563364426784,1.9436956528996088,2023-01-03,2023-12-29,242,0.01597604833691957,0.01664167914858128,0.025545466088444792,0.6514533377846239,-0.014053268261196683,1.1841856882880128,2.6383877230635586
2020_2022_to_2023,eff_heavy__risk_balanced__defensive,eff_heavy,risk_balanced,defensive,0.55,0.3,0.15,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2022-12-30,711,0.17987775862037436,0.06037924918207116,0.05399016206240046,1.1183379874334578,-0.056380804821569486,1.0709185399739451,2023-01-03,2023-12-29,242,0.011464992752239445,0.011941570531786683,0.03250931996040481,0.3673276016333497,-0.01850155874573034,0.6454359168274119,1.6320867558709247
2020_2022_to_2023,eff_heavy__risk_defensive__balanced,eff_heavy,risk_defensive,balanced,0.55,0.3,0.15,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2022-12-30,711,0.229235299752252,0.07589372697537988,0.05571366454029513,1.3622102872175899,-0.04079232058005733,1.8604905505788516,2023-01-03,2023-12-29,242,0.01739916427754329,0.01812461533206644,0.02278706460913319,0.7953905271678559,-0.011440055900206136,1.5843117804817595,2.559146397385308
2020_2022_to_2023,eff_heavy__risk_defensive__defensive,eff_heavy,risk_defensive,defensive,0.55,0.3,0.15,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2022-12-30,711,0.14058198148154855,0.04772515089964302,0.04742178299846054,1.006397226801707,-0.05716225148315368,0.8349067725876425,2023-01-03,2023-12-29,242,0.012063438488268297,0.012565046675468983,0.031078319893115332,0.4043026366509752,-0.01622967880148274,0.7742018082527329,1.3333868356967404
2020_2023_to_2024,base__risk_light__balanced,base,risk_light,balanced,0.45,0.35,0.2,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.29933595535524726,0.0716948682674754,0.05832182425497014,1.2292974231059932,-0.04593665801119784,1.5607332220380195,2024-01-02,2024-12-31,242,0.06628449350000576,0.0691161111162455,0.07751773498893018,0.8916167522969489,-0.05607785077231453,1.2325028538784142,2.188261038719155
2020_2023_to_2024,base__risk_light__defensive,base,risk_light,defensive,0.45,0.35,0.2,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.20027024202997223,0.049454483636476976,0.05165328401548967,0.9574315472690308,-0.05575267329942202,0.8870334050329685,2024-01-02,2024-12-31,242,0.06321016084909759,0.06590642977784178,0.06767984859621956,0.9737969446569235,-0.04639459232930743,1.420562752444076,1.3626000838360113
2020_2023_to_2024,base__risk_balanced__balanced,base,risk_balanced,balanced,0.45,0.35,0.2,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.27713613251756075,0.06682233904548696,0.05060403157585962,1.3204943749454974,-0.040997033172674,1.62993109194122,2024-01-02,2024-12-31,242,0.049607486404014356,0.05170950914938843,0.06635065832994176,0.779336791087327,-0.052899235189255434,0.9775095795693347,2.3030909323503748
2020_2023_to_2024,base__risk_balanced__defensive,base,risk_balanced,defensive,0.45,0.35,0.2,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.18313177007911752,0.04547104631512644,0.049159871505472984,0.9249626763174947,-0.0563808048215696,0.8064987092509646,2024-01-02,2024-12-31,242,0.059589378354993894,0.06212673280312231,0.0581844646228256,1.067754652480727,-0.03717201364950207,1.6713308401562614,1.2635251681564903
2020_2023_to_2024,base__risk_defensive__balanced,base,risk_defensive,balanced,0.45,0.35,0.2,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.26799187884397435,0.06479718668458356,0.04910588195862343,1.3195402281784006,-0.04079232058005722,1.5884653229623318,2024-01-02,2024-12-31,242,0.06692716064703919,0.069787120296803,0.05990186982075306,1.1650240719635299,-0.037301548709657295,1.870890692501871,2.2602378701037953
2020_2023_to_2024,base__risk_defensive__defensive,base,risk_defensive,defensive,0.45,0.35,0.2,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.16305006732881977,0.04074914924658968,0.045905633080645235,0.8876720897194285,-0.056380804821569486,0.7227486265148234,2024-01-02,2024-12-31,242,0.07163341130928469,0.07470142800394797,0.051540325200932845,1.4493782822036971,-0.029149092725132886,2.562735955741738,1.1587688435870476
2020_2023_to_2024,mom_heavy__risk_light__balanced,mom_heavy,risk_light,balanced,0.35,0.45,0.2,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.31413294690916205,0.07490867597188577,0.06265426806275591,1.195587759430141,-0.05162047443961937,1.4511427255382299,2024-01-02,2024-12-31,242,0.06630361965487608,0.06913608050559072,0.049116585599992074,1.4075913392807557,-0.030478405820296595,2.2683627520816945,2.060580706019433
2020_2023_to_2024,mom_heavy__risk_light__defensive,mom_heavy,risk_light,defensive,0.35,0.45,0.2,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.19273271923467528,0.04770775111211334,0.05388068788161071,0.8854332226963981,-0.050536822706856,0.94401959911186,2024-01-02,2024-12-31,242,0.06487307918342156,0.06764251118931242,0.04918357315557551,1.3753069744515782,-0.027591880497917054,2.4515368278149374,1.3853216746626877
2020_2023_to_2024,mom_heavy__risk_balanced__balanced,mom_heavy,risk_balanced,balanced,0.35,0.45,0.2,-0.2,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.2851460579078384,0.06858753008547214,0.0560113736001321,1.2245286211890076,-0.044998429372663296,1.524220534842474,2024-01-02,2024-12-31,242,0.061911300749475595,0.06455050203139368,0.042111686859639466,1.532840568618018,-0.028812011125008197,2.2404025096104885,2.148279395793382
2020_2023_to_2024,mom_heavy__risk_balanced__defensive,mom_heavy,risk_balanced,defensive,0.35,0.45,0.2,-0.2,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.16991375991728708,0.04236973747902373,0.05016997061180937,0.844523864820651,-0.0564652312464351,0.7503686170009038,2024-01-02,2024-12-31,242,0.06616602862533139,0.06899242368848535,0.046222951277324655,1.4926010084157173,-0.025966681681256265,2.656959581334826,1.1655828025275234
2020_2023_to_2024,mom_heavy__risk_defensive__balanced,mom_heavy,risk_defensive,balanced,0.35,0.45,0.2,-0.25,0.2,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.29135270643427935,0.06994976643413953,0.05268648170987297,1.3276606097808874,-0.04499842937266296,1.5544935103142683,2024-01-02,2024-12-31,242,0.06702167417369709,0.0698858033396137,0.036379616564899256,1.921015390993504,-0.02237414095765189,3.123507779444509,2.23079948373545
2020_2023_to_2024,mom_heavy__risk_defensive__defensive,mom_heavy,risk_defensive,defensive,0.35,0.45,0.2,-0.25,0.2,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.15852594757431948,0.039677107588443894,0.045369496560150095,0.8745326837788616,-0.05619490860525511,0.7060623208262227,2024-01-02,2024-12-31,242,0.06792288266614555,0.07082678727781055,0.045751192621093,1.5480861420245637,-0.025332028922807504,2.7959381971983377,1.1350697622072479
2020_2023_to_2024,hit_quality__risk_light__balanced,hit_quality,risk_light,balanced,0.4,0.3,0.3,-0.15,0.1,20,3,0.12,0.18,0.6,2020-02-04,2023-12-29,953,0.2859931460530116,0.06877373391242037,0.05800727525857665,1.1856053159858055,-0.0462382899083178,1.4873762426937998,2024-01-02,2024-12-31,242,0.05696473065848484,0.05938722406208674,0.07188814849880568,0.826105906220041,-0.05555123553402308,1.0690531631058728,2.091446622688754
2020_2023_to_2024,hit_quality__risk_light__defensive,hit_quality,risk_light,defensive,0.4,0.3,0.3,-0.15,0.1,25,3,0.1,0.15,0.5,2020-02-04,2023-12-29,953,0.18494640598683487,0.0458948172818352,0.05100569429437877,0.8997979130909148,-0.055752673299421796,0.8231859490459835,2024-01-02,2024-12-31,242,0.06325755794659571,0.06595591064311623,0.0679922927881844,0.9700498091539274,-0.046264004365809464,1.425642063354544,1.2681559775826474
