date,total_vol_strategy,downside_vol_strategy,hs300_close,hs300_nav,total_vol_dd,downside_vol_dd,hs300_dd
2020-11-16,1.2473418460241439,1.011843919850735,4904.172,1.295467765274968,-0.013457499840874632,0.0,-0.015493390345990843
2020-11-17,1.2397437118913595,1.0119250425894384,4894.786,1.2929883945585923,-0.019466984945374577,0.0,-0.01737761851706876
2020-11-18,1.236120604422462,1.0119250425894384,4891.672,1.2921658119450405,-0.02233255825401037,0.0,-0.018002750258464317
2020-11-19,1.2381401942869212,1.0120061653281418,4927.989,1.3017591750716788,-0.0207352325164587,0.0,-0.01071215634316014
2020-11-20,1.243778503339508,1.0121684108055493,4943.288,1.3058005017912435,-0.01627580423131081,0.0,-0.007640900559085617
2020-11-23,1.2486142653136831,1.0121684108055493,5005.027,1.322109245522155,-0.01245112319187991,0.0,0.0
2020-11-24,1.248459566486606,1.0122495335442527,4974.286,1.313988817736931,-0.012573476954100493,0.0,-0.006142024808257762
2020-11-25,1.2374502085077537,1.0123306562829566,4910.7,1.2971921773819894,-0.02128095324075241,0.0,-0.01884645177738309
2020-11-26,1.2398079188672224,1.0123306562829566,4919.591,1.2995407907465004,-0.01941620262720145,0.0,-0.017070037784011838
2020-11-27,1.2438131064517821,1.0124929017603637,4980.765,1.3157002861868992,-0.016248436079584705,0.0,-0.004847526297060756
2020-11-30,1.238997810863367,1.0125740244990675,4960.252,1.310281648694355,-0.02005692992907926,0.0,-0.00894600568588333
2020-12-01,1.2496486354712864,1.0126551472377712,5067.098,1.3385056891335094,-0.011633023386582342,0.0,0.0
2020-12-02,1.2490908760175237,1.0126551472377712,5067.145,1.33851810447803,-0.012074164207566018,0.0,0.0
2020-12-03,1.2434453927198366,1.0127362699764748,5057.06,1.3358540885314445,-0.016539266717242485,0.0,-0.0019902726288670847
2020-12-04,1.2476955378359402,1.0128985154538823,5065.916,1.3381934564266316,-0.013177759362827168,0.0,-0.0002425428915099337
2020-12-07,1.2436616694286644,1.0128985154538823,5022.235,1.3266548465542665,-0.016368210029187535,0.0,-0.00886297905428024
2020-12-08,1.2442371028925883,1.012979638192586,5009.879,1.3233909317266996,-0.01591309055253065,0.0,-0.011301433055497911
2020-12-09,1.2376054006658952,1.0130607609312896,4942.699,1.3056449137503374,-0.021158209295148445,0.0,-0.024559391925828233
2020-12-10,1.2386057239353476,1.0131418836699932,4940.525,1.3050706380271964,-0.02036703771507309,0.0,-0.02498843036858056
2020-12-11,1.2338894974811692,1.0133041291474005,4889.629,1.2916261406927974,-0.02409717621098928,0.0,-0.03503274526385192
2020-12-14,1.2386336113475211,1.0133041291474005,4934.835,1.3035675888714136,-0.02034498111734384,0.0,-0.026111350671828126
2020-12-15,1.23804784036086,1.0133852518861042,4945.1,1.30627915294595,-0.020808276705111872,0.0,-0.024085555080819776
2020-12-16,1.2408535544323263,1.013466374624808,4953.867,1.308595010933428,-0.018589192831978907,0.0,-0.022355389474743803
2020-12-17,1.250993963285858,1.013466374624808,5017.478,1.3253982551950292,-0.010568982225811818,0.0,-0.009801772003761644
2020-12-18,1.252024013758952,1.013628620102215,4999.968,1.3207728789704667,-0.009754298927680427,0.0,-0.01325736682096157
2020-12-21,1.2599123136610535,1.013709742840919,5046.84,1.3331544114888958,-0.0035153171022654917,0.0,-0.004007187479340035
2020-12-22,1.247086752610692,1.0137908655796224,4964.773,1.311475899174723,-0.013659257277846115,0.0,-0.020203092668554135
2020-12-23,1.253525826356936,1.0137908655796224,5007.124,1.3226631812127836,-0.00856649146342503,0.0,-0.011845131726051061
2020-12-24,1.2515221480590648,1.013871988318326,5000.015,1.3207852943149874,-0.010151232489950424,0.0,-0.013248091380846705
2020-12-25,1.2575669427194018,1.0140342337957333,5042.014,1.3318795933472773,-0.00537030827405427,0.0,-0.004959597564308971
2020-12-28,1.2634706325039067,1.014115356534437,5064.415,1.3377969578707738,-0.0007009861481801494,0.0,-0.0005387649258113969
2020-12-29,1.2612395847943363,1.0141964792731406,5042.936,1.3321231454248927,-0.002465557257847917,0.0,-0.004777641058229198
2020-12-30,1.2700880751891965,1.0142776020118442,5113.711,1.3508188051789423,0.0,0.0,0.0
