date,S0 三因子·原风险层(现状),S1 三因子·松风险层,S2 +low_corr(0.20)·松,S3 ++resid_mom(0.20)·松,S4 +++dd_resil(0.15)·松
2023-10-13,1.4005603702975347,1.4549690181007724,1.283122637997567,1.2965532477099073,1.2745899640368346
2023-10-16,1.4013897698712976,1.4563678179736197,1.2842401590965347,1.2988673929325545,1.2773220882637217
2023-10-17,1.4026984271519758,1.4585972125379774,1.2852808758673104,1.3012470375436564,1.2793917050122336
2023-10-18,1.400918334206206,1.4554823018537326,1.2825895312401796,1.3001218828174854,1.2790679394851256
2023-10-19,1.3948127543635362,1.444872752220421,1.2742355951605928,1.2920772449092708,1.272237425544899
2023-10-20,1.393312919111113,1.4421945844807844,1.2724406317561752,1.2910560385742746,1.2715993249572348
2023-10-23,1.389693454849559,1.4359136100357162,1.2685663574891062,1.2869386177212232,1.2675932371379672
2023-10-24,1.3907930048808426,1.4377777553598963,1.2693690571117373,1.286596568068354,1.2670144075135132
2023-10-25,1.3900231123109283,1.4364218270027218,1.2689144078873424,1.2861547319024746,1.2676468455973415
2023-10-26,1.3921678315369483,1.440078930018124,1.271603373828553,1.2885588228014166,1.2692567644815906
2023-10-27,1.396357548292157,1.4471915894875536,1.278310749799204,1.2930161908186057,1.2717050203066282
2023-10-30,1.3955347656156787,1.4457333469614144,1.2785082778988996,1.2917662391931974,1.2705345941148791
2023-10-31,1.3955171967803788,1.4456808258776905,1.278895063626406,1.2919775806337883,1.2708165882216238
2023-11-01,1.3937978141061949,1.442675203952301,1.276548454957229,1.2899086739512482,1.2684070721819185
2023-11-02,1.3926584437068819,1.440672764434472,1.2763898923334778,1.2899436457507327,1.2683113881074635
2023-11-03,1.3986267612994083,1.4508523745485722,1.2851557903095245,1.2990915154419052,1.277397380443388
2023-11-06,1.4062969835648937,1.4640837497052313,1.2940805043628352,1.307978825715494,1.28552565645897
2023-11-07,1.4059405960401576,1.4634279255253737,1.2949287380257484,1.3090772374935287,1.28661057337337
2023-11-08,1.405534710577195,1.4626938539750138,1.2941398447885273,1.3082098920715852,1.2855802024664216
2023-11-09,1.4020297062285245,1.456577216223802,1.2890564128490538,1.3026545722814937,1.2800704160626044
2023-11-10,1.40134955229583,1.4552952463891764,1.2905582715782185,1.303781880138839,1.2809525097122298
