date,survivor_only,with_delisted
2017-09-12,1.0,1.0
2017-09-13,1.0,1.0
2017-09-14,1.0,1.0
2017-09-15,1.0,1.0
2017-09-18,1.0,1.0
2017-09-19,1.0,1.0
2017-09-20,1.0,1.0
2017-09-21,1.0,1.0
2017-09-22,1.0,1.0
2017-09-25,1.0,1.0
2017-09-26,1.0,1.0
2017-09-27,1.0,1.0
2017-09-28,1.0,1.0
2017-09-29,1.0,1.0
2017-09-30,,1.0
2017-10-09,1.0,1.0
2017-10-10,1.0,1.0
2017-10-11,1.0,1.0
2017-10-12,1.0,1.0
2017-10-13,1.0,1.0
2017-10-16,1.0,1.0
2017-10-17,1.0,1.0
2017-10-18,1.0,1.0
2017-10-19,1.0,1.0
2017-10-20,1.0,1.0
2017-10-23,1.0,1.0
2017-10-24,1.0,1.0
2017-10-25,1.0,1.0
2017-10-26,1.0,1.0
2017-10-27,1.0,1.0
2017-10-30,1.0,1.0
2017-10-31,1.0,1.0
2017-11-01,1.0,1.0
2017-11-02,1.0,1.0
2017-11-03,1.0,1.0
2017-11-06,1.0,1.0
2017-11-07,1.0,1.0
2017-11-08,1.0,1.0
2017-11-09,1.0,1.0
2017-11-10,1.0,1.0
2017-11-13,1.0,1.0
2017-11-14,1.0,1.0
2017-11-15,1.0,1.0
2017-11-16,1.0,1.0
2017-11-17,1.0,1.0
2017-11-20,1.0,1.0
2017-11-21,1.0,1.0
2017-11-22,1.0,1.0
2017-11-23,1.0,1.0
2017-11-24,1.0,1.0
2017-11-27,1.0,1.0
2017-11-28,1.0,1.0
2017-11-29,1.0,1.0
2017-11-30,1.0,1.0
2017-12-01,1.0,1.0
2017-12-04,1.0,1.0
2017-12-05,1.0,1.0
2017-12-06,1.0,1.0
2017-12-07,1.0,1.0
2017-12-08,1.0,1.0
2017-12-11,1.0,1.0
2017-12-12,1.0,1.0
2017-12-13,1.0,1.0
2017-12-14,1.0,1.0
2017-12-15,1.0,1.0
2017-12-18,1.0,1.0
2017-12-19,1.0,1.0
2017-12-20,1.0,1.0
2017-12-21,1.0,1.0
2017-12-22,1.0,1.0
2017-12-25,1.0,1.0
2017-12-26,1.0,1.0
2017-12-27,1.0,1.0
2017-12-28,1.0,1.0
2017-12-29,1.0,1.0
2017-12-31,1.0,1.0
2018-01-02,1.0,1.0
2018-01-03,1.0,1.0
2018-01-04,1.0,1.0
2018-01-05,1.0,1.0
2018-01-08,1.0,1.0
2018-01-09,1.0,1.0
2018-01-10,1.0,1.0
2018-01-11,1.0,1.0
2018-01-12,1.0,1.0
2018-01-15,1.0,1.0
2018-01-16,1.0,1.0
2018-01-17,1.0,1.0
2018-01-18,1.0,1.0
2018-01-19,1.0,1.0
2018-01-22,1.0,1.0
2018-01-23,1.0,1.0
2018-01-24,1.0,1.0
2018-01-25,1.0,1.0
2018-01-26,1.0,1.0
2018-01-29,1.0,1.0
2018-01-30,1.0,1.0
2018-01-31,1.0,1.0
2018-02-01,0.999,0.999
2018-02-02,0.9993157946189821,0.9994632656187233
2018-02-05,0.9970552888847566,1.0003544639163482
2018-02-06,0.9863474624673997,0.9815591189902775
2018-02-07,0.9756791587589734,0.9684241293250759
2018-02-08,0.970324403006758,0.9590400197800508
2018-02-09,0.9576067576154133,0.937146931391743
2018-02-12,0.9611696653177656,0.9411329803952179
2018-02-13,0.9667714062080031,0.9486748929149508
2018-02-14,0.9730492850208369,0.9550035968033042
2018-02-22,0.9788252109092703,0.9666697108919462
2018-02-23,0.9818814186832149,0.9709854765474893
2018-02-26,0.9857295203595763,0.9748252863108057
2018-02-27,0.979475127897072,0.9662098979639856
2018-02-28,0.9727112355873714,0.9582117804608349
2018-03-01,0.9727271438849229,0.9590311645077274
2018-03-02,0.9710342425406389,0.9584685001434375
2018-03-05,0.9722030449411735,0.9596063819875491
2018-03-06,0.9747696512014213,0.9613384484621459
2018-03-07,0.9741359347686114,0.9607468723025057
2018-03-08,0.9772576532331205,0.9628308219121975
2018-03-09,0.9790128542899477,0.9652055230801971
2018-03-12,0.9807210683891228,0.9669444274403137
2018-03-13,0.9782390555102273,0.9648160119583383
2018-03-14,0.9776998654766877,0.9645314566236237
2018-03-15,0.9794609970654538,0.9656276522633217
2018-03-16,0.9775501866958443,0.964103190046352
2018-03-18,,0.964103190046352
2018-03-19,0.978638987681666,0.964103190046352
2018-03-20,0.9808545301783532,0.96575857679182
2018-03-21,0.9798264920104457,0.9648958753881102
2018-03-22,0.9785975160320574,0.9632557689510626
2018-03-23,0.9741503487715516,0.9594349602258687
2018-03-25,,0.9594349602258687
2018-03-26,0.9750894798671218,0.9594349602258687
2018-03-27,0.9775053427354132,0.9599562327242553
2018-03-28,0.9725546109576129,0.9559990655582709
2018-03-29,0.972542930218545,0.9560650889239961
2018-03-30,0.9749965848626081,0.958524013404527
2018-03-31,,0.9494776296262702
2018-04-02,0.9741224047738971,0.9594730916497944
2018-04-03,0.9743055512156499,0.9597737308742343
2018-04-04,0.9742129079261012,0.9603558331083762
2018-04-09,0.9748909369595143,0.959754178062791
2018-04-10,0.9782938242968653,0.962863037607613
2018-04-11,0.9788244824258939,0.9633225840702597
2018-04-12,0.978805579299324,0.9636836073845547
2018-04-13,0.975773901331602,0.9614018672500326
2018-04-16,0.9746727128416078,0.9615318378780638
2018-04-17,0.9716455324476891,0.9593964497236519
2018-04-18,0.9731502300657551,0.9610215223204439
2018-04-19,0.9758213960881363,0.9627136373830891
2018-04-20,0.9726993704808412,0.9599437116669255
2018-04-23,0.9712172989289132,0.958188690919572
2018-04-24,0.9753283012380598,0.9603885719615605
2018-04-25,0.9754773111674884,0.9606280384601205
2018-04-26,0.9720895210471281,0.9588858216531791
2018-04-27,0.972671054251067,0.9595515821778134
2018-05-02,0.9734156404608131,0.9592696551939632
2018-05-03,0.9737547391192168,0.9613666386213132
2018-05-04,0.9736094577402264,0.9624582824138527
2018-05-07,0.9780188710593627,0.9703914714422324
2018-05-08,0.9801570937589297,0.9723688463991449
2018-05-09,0.9796989291783488,0.9717432068817358
2018-05-10,0.9824251094316487,0.9759714048517771
2018-05-11,0.9814977150802237,0.9717619378474177
2018-05-14,0.9835383528844581,0.9744199593514362
2018-05-15,0.9839214527141843,0.978626162837134
2018-05-16,0.9822374898919458,0.9791090479859559
2018-05-17,0.9795046627364318,0.9747598141523975
2018-05-18,0.9814635670020939,0.9776496947092483
2018-05-21,0.9815627086075621,0.979457014210408
2018-05-22,0.9828241733337966,0.9822101596103202
2018-05-23,0.9800958773930585,0.9773622730900499
2018-05-24,0.9798036767241337,0.9770517990424697
2018-05-25,0.9813444675160512,0.9774837202780025
2018-05-28,0.9831720060445243,0.9804313410133213
2018-05-29,0.980182120366555,0.9737855113144243
2018-05-30,0.9779176565780564,0.9668866759694709
2018-05-31,0.9830343976098534,0.97596684294732
2018-06-01,0.9800834466858314,0.968395582676659
2018-06-04,0.9823807156349976,0.9709192408389629
2018-06-05,0.9843990747979697,0.9740371679872035
2018-06-06,0.9845072834963771,0.9742768884396318
2018-06-07,0.9843480534728769,0.9737820223942741
2018-06-08,0.9818925784585191,0.9706683606058095
2018-06-11,0.9813847990968064,0.9695229458859869
2018-06-12,0.9842030874255493,0.9733589072719521
2018-06-13,0.981937401815519,0.9701492025775683
2018-06-14,0.9815207420720998,0.968714118864128
2018-06-15,0.9803109836584172,0.9675390393263951
2018-06-19,0.9730924111916558,0.9581536133404688
2018-06-20,0.9746163770369438,0.9607149906445869
2018-06-21,0.9721826935163316,0.958027861052213
2018-06-22,0.9740169286319282,0.9602399401879572
2018-06-25,0.9720038234483146,0.9581787156998219
2018-06-26,0.970806646256433,0.9566258720086542
2018-06-27,0.966417169281415,0.9504961590118268
2018-06-28,0.9642367284298834,0.94756400992968
2018-06-29,0.9700067659956813,0.9550128709745969
2018-06-30,0.9700067659956813,0.9549349173226317
2018-07-02,0.9692109990717803,0.9526289352936289
2018-07-03,0.9696005371713697,0.9526213623675233
2018-07-04,0.970162327503594,0.9497383350610871
2018-07-05,0.9701314876550379,0.9467287006745853
2018-07-06,0.9710340636333391,0.9488778340151676
2018-07-09,0.9709529044435483,0.9546151488041607
2018-07-10,0.9703411299634465,0.9549139470262279
2018-07-11,0.9709876885117178,0.9528292764246169
2018-07-12,0.9702606536721907,0.9574947676922005
2018-07-13,0.9703032106354131,0.9602787713733492
2018-07-16,0.9706385060478703,0.9605857706259245
2018-07-17,0.9705422426094186,0.9588981544909932
2018-07-18,0.968655534712693,0.956099325162324
2018-07-19,0.9693686691435507,0.9553082823895085
2018-07-20,0.9704805857759319,0.9588275229855368
2018-07-23,0.9712648576669354,0.9586297767667126
2018-07-24,0.9713490889887173,0.962452160752574
2018-07-25,0.9710539192972505,0.9624790812098042
2018-07-26,0.9715588678669784,0.960520121608393
2018-07-27,0.9714997537849095,0.9595841241802107
2018-07-30,0.9715839877997653,0.9570842969159102
2018-07-31,0.9719192411079391,0.9577866267415678
2018-08-01,0.9708804621472177,0.9532493287644779
2018-08-02,0.9671203194094483,0.9492954537173336
2018-08-03,0.9655159849399426,0.9482575753720611
2018-08-06,0.9637964174843235,0.9476172357241541
2018-08-07,0.9680732412830236,0.9520606422422175
2018-08-08,0.9654457223346158,0.9498915055471404
2018-08-09,0.9692576179343849,0.9531684059353958
2018-08-10,0.9691975764326023,0.9524526689241736
2018-08-13,0.9678192110572581,0.9505717014382097
2018-08-14,0.9657427369122721,0.9490268498166855
2018-08-15,0.9609317591474008,0.9448865613370377
2018-08-16,0.9585980798793345,0.9433352283622787
2018-08-17,0.9558442098221245,0.9412547062818175
2018-08-20,0.958620897050899,0.9444342702654656
2018-08-21,0.9628864286743887,0.9475837584403682
2018-08-22,0.9621274292110796,0.947028044464096
2018-08-23,0.963046065557022,0.9478142793158864
2018-08-24,0.9642357167291692,0.9491872580195245
2018-08-27,0.9690076319842549,0.9532208731299933
2018-08-28,0.9691120040745097,0.9530501782284634
2018-08-29,0.9682555445785614,0.9524367010023431
2018-08-30,0.9666867574126867,0.9509004585582017
2018-08-31,0.9659584968691861,0.9507914450962157
2018-09-03,0.9640111335940373,0.9492245432058344
2018-09-04,0.965059893244449,0.9502509349478125
2018-09-05,0.9609627462585637,0.9466971861731119
2018-09-06,0.9592207843534712,0.9456800638016998
2018-09-07,0.9606268719714808,0.9467663750090692
2018-09-10,0.9591432945418801,0.9455743242121987
2018-09-11,0.9595685620774247,0.9455641946057134
2018-09-12,0.9579405109989731,0.9447152834024043
2018-09-13,0.9608376560457971,0.9475937015360505
2018-09-14,0.9616196479083013,0.9481564232339044
2018-09-17,0.9584171415538738,0.9454143024179605
2018-09-18,0.9618811867719976,0.9483459937187996
2018-09-19,0.9648926157985985,0.9505369140430682
2018-09-20,0.9654998168059916,0.9511140283637353
2018-09-21,0.9703079999934591,0.9551622150798516
2018-09-25,0.968416340773964,0.9534462986872951
2018-09-26,0.9710746528908455,0.9552125529499446
2018-09-27,0.9710155084266425,0.9551113535775062
2018-09-28,0.9712232078957791,0.955362700880204
2018-09-30,,0.955303572827205
2018-10-08,0.9645639750317929,0.9529565251683209
2018-10-09,0.9648305189380199,0.9526234962958955
2018-10-10,0.9644187367410378,0.9501974719439663
2018-10-11,0.9595559181477747,0.9308278201312578
2018-10-12,0.9639824773209977,0.9349880885931433
2018-10-15,0.9636384234785487,0.9296070750784594
2018-10-16,0.9629923877695148,0.9242480731533693
2018-10-17,0.9627566245448894,0.9242779597802852
2018-10-18,0.95924274057104,0.913731795564731
2018-10-19,0.9633856734441653,0.9251611137332065
2018-10-22,0.9691237491226977,0.9420161769678724
2018-10-23,0.9657154197125214,0.9308989810432383
2018-10-24,0.965526163453346,0.9285201010381501
2018-10-25,0.9652008071570694,0.9264137422391673
2018-10-26,0.9646445057137902,0.9237706250242236
2018-10-29,0.9602760498693619,0.9112686607699703
2018-10-30,0.9607240109915737,0.9143876758360009
2018-10-31,0.9623448686672058,0.9228997754702392
2018-11-01,0.9633952340568592,0.9254000222808044
2018-11-02,0.9657554896292507,0.9399118109405367
2018-11-05,0.9651825460797535,0.9370080628687575
2018-11-06,0.9651920542030662,0.9355884861251058
2018-11-07,0.9663823101595331,0.9341302755486776
2018-11-08,0.965641113411283,0.9338088444663312
2018-11-09,0.9629722736825642,0.9286609573496811
2018-11-12,0.9617859835739182,0.933499301472217
2018-11-13,0.9625089336144899,0.9388854414554988
2018-11-14,0.9611852157788869,0.9351460957909594
2018-11-15,0.9641740833984178,0.9396649379468862
2018-11-16,0.9645206464703887,0.9399968137959931
2018-11-19,0.9648791195283676,0.942918721281498
2018-11-20,0.962538171215775,0.934229613184976
2018-11-21,0.963428117854105,0.9368266199807308
2018-11-22,0.9630671497071853,0.9363965730997229
2018-11-23,0.961018182775342,0.9277204333148413
2018-11-26,0.9621601074076586,0.9272447442984204
2018-11-27,0.9619172626821624,0.9270059056152188
2018-11-28,0.96350893395483,0.9307839342656473
2018-11-29,0.9636340797468586,0.92748473899847
2018-11-30,0.9651540136275709,0.931332618441716
2018-12-03,0.9680521891968263,0.9400180288648687
2018-12-04,0.9681105219452367,0.9400135664066478
2018-12-05,0.9671426593840592,0.9389226255001909
2018-12-06,0.963484542024906,0.9355458122104224
2018-12-07,0.9626338366164502,0.9349232687051423
2018-12-10,0.9624880189900261,0.934578133832028
2018-12-11,0.9634355962877683,0.9355524652669149
2018-12-12,0.9642565724311639,0.9361122559298094
2018-12-13,0.9658725353662184,0.9380369169330847
2018-12-14,0.9627219652771856,0.9347738356433635
2018-12-17,0.9614486795369718,0.9338194006771071
2018-12-18,0.9609235378642306,0.9332562981271458
2018-12-19,0.9598595199856839,0.9318970997519352
2018-12-20,0.9591031252686747,0.9312482017539807
2018-12-21,0.9591223848805395,0.9313076477804936
2018-12-24,0.9601850604418286,0.9326292292744328
2018-12-25,0.960973178713019,0.9326762544311947
2018-12-26,0.9610289207331941,0.9327938234326041
2018-12-27,0.9595260849488509,0.9308058916171456
2018-12-28,0.9619765900964018,0.9328021462468487
2018-12-31,0.961972311422228,0.932799695318924
2019-01-02,0.961733700388913,0.9323859609624777
2019-01-03,0.9628967367361537,0.9317942886495284
2019-01-04,0.9631609188902458,0.9370513135025758
2019-01-07,0.9622663833169677,0.9375197002121514
2019-01-08,0.9612927569637711,0.9364003514816855
2019-01-09,0.9607142407301686,0.9373859828153227
2019-01-10,0.9607384939101078,0.9362422193793264
2019-01-11,0.9603991876766789,0.9367475280923457
2019-01-14,0.9606093186071625,0.9345789707641428
2019-01-15,0.9598057174038854,0.9380233836075855
2019-01-16,0.9603409650263648,0.9392725426294946
2019-01-17,0.9604991885277637,0.9381903848125657
2019-01-18,0.9607450462041243,0.9422719825237832
2019-01-21,0.9600040898350206,0.9426641182954608
2019-01-22,0.960527049773056,0.9396801138986085
2019-01-23,0.9601696818661006,0.9388961796245993
2019-01-24,0.9604236169312909,0.9399074976703282
2019-01-25,0.9604319759142116,0.9401622354003938
2019-01-28,0.9619283186371632,0.9404367877552211
2019-01-29,0.9630594515448475,0.9410818299897012
2019-01-30,0.9636982825185738,0.9400218339755906
2019-01-31,0.963748371010433,0.9407927071286251
2019-02-01,0.9639132124944207,0.9457168450615105
2019-02-11,0.9664043841807596,0.948053134578459
2019-02-12,0.9675337011714079,0.9489957331112903
2019-02-13,0.969450636424193,0.9516015860353599
2019-02-14,0.9693394764193863,0.9515341694691748
2019-02-15,0.9671988251854811,0.9484686530690865
2019-02-18,0.9715120665811525,0.9534534604553615
2019-02-19,0.9711898010128699,0.9531473596982992
2019-02-20,0.9722985042462318,0.9543521450001129
2019-02-21,0.9709982135946894,0.9532495679629059
2019-02-22,0.9723216031800002,0.9554736716302192
2019-02-25,0.9785352538207267,0.9641044806198024
2019-02-26,0.9759989183260511,0.9609468680887697
2019-02-27,0.9765749770111742,0.9616810501688466
2019-02-28,0.9757745185556206,0.9606804143595044
2019-03-01,0.9774293703463034,0.9633826183947203
2019-03-04,0.9781574066458335,0.9677114647724171
2019-03-05,0.9793161005813752,0.9725900328858647
2019-03-06,0.983375075518619,0.9771513542395398
2019-03-07,0.9782263093891792,0.9714753635437812
2019-03-08,0.96957847118687,0.9598404662361651
2019-03-11,0.9799401905664495,0.9749991361996302
2019-03-12,0.9830688846989325,0.979798747108078
2019-03-13,0.9815397168668744,0.9739367003195405
2019-03-14,0.9779675316189734,0.9675388502896025
2019-03-15,0.9832513854342809,0.9739618236308374
2019-03-18,0.99581082862668,0.9907516022646303
2019-03-19,0.9950455128232234,0.9889315980989833
2019-03-20,0.993717933922102,0.9873173086060111
2019-03-21,0.9956548308603258,0.9902439110375517
2019-03-22,0.9958700903947723,0.9902048345852118
2019-03-25,0.9876753263055371,0.980703759261949
2019-03-26,0.9849087775414712,0.9752348910536787
2019-03-27,0.9905907490502446,0.9823407443094188
2019-03-28,0.9888633489820827,0.9805496197123554
2019-03-29,0.9957249113276948,0.9947264001761573
2019-03-31,,0.9944751860452156
2019-04-01,1.0056792209585386,0.9980443713640821
2019-04-02,1.0042645580818697,0.996321011144643
2019-04-03,1.0062076369190354,1.0012949984883592
2019-04-04,1.0073829811820385,1.0059466974244768
2019-04-08,1.0091912189606924,1.0041161463576522
2019-04-09,1.0108461960705917,1.007683212461906
2019-04-10,1.013551300971948,1.0112300790181927
2019-04-11,1.0086887221441958,0.9992923153462506
2019-04-12,1.0063070617250311,0.9964632829588728
2019-04-15,1.002900724214562,0.9903710629319319
2019-04-16,1.0067220747027426,1.0012362897065266
2019-04-17,1.0058928000104017,1.0019392711862787
2019-04-18,1.0044655279400985,0.9992943463167607
2019-04-19,1.0061000492157917,1.003131140690286
2019-04-22,1.0033405286849486,0.9962670063419735
2019-04-23,1.0038566154902089,0.9952923095751409
2019-04-24,1.0033781768389165,0.9981123301566353
2019-04-25,1.0016115377545356,0.9900981059766235
2019-04-26,1.001024483936842,0.986190234487769
2019-04-29,1.0019252273553425,0.9855268104363037
2019-04-30,1.0033088772545034,0.9878865734086262
2019-05-06,0.9938652298536004,0.957887981621884
2019-05-07,0.993940082656748,0.9639723791941228
2019-05-08,0.9918744461615435,0.9580304107961545
2019-05-09,0.9871128281686596,0.9459114616329508
2019-05-10,0.9941052414320939,0.9651439622174925
2019-05-13,0.9907824611303687,0.9587906404439646
2019-05-14,0.9934250278039264,0.954225112264654
2019-05-15,0.9997739943316399,0.9673671034940623
2019-05-16,1.0030253761828662,0.9709537794286787
2019-05-17,0.9981339268292666,0.9558490812709333
2019-05-20,0.9936314601805847,0.9489218308956261
2019-05-21,0.9956958336986736,0.9566097705121901
2019-05-22,0.9944895580579864,0.9536443123127006
2019-05-23,0.9895670595308366,0.944057687548204
2019-05-24,0.9920379339398112,0.9442578377180199
2019-05-27,0.9928920775327424,0.9515636599401411
2019-05-28,0.9949501280455325,0.956695219477784
2019-05-29,0.9935304085460169,0.9546721660898578
2019-05-30,0.992899963670942,0.950688194615042
2019-05-31,0.9925417233584835,0.9496903191168868
2019-06-03,0.9934322568908872,0.9467920285473143
2019-06-04,0.9954377644276245,0.9480102678531167
2019-06-05,0.9966561122189792,0.9490465708447797
2019-06-06,0.9962445469135494,0.9483215738850095
2019-06-10,0.9992916674621997,0.9508335930984501
2019-06-11,1.0019627004050864,0.953789392748709
2019-06-12,1.0021890127641424,0.9540489283250255
2019-06-13,1.0027546524021107,0.9543923856968001
2019-06-14,1.0038394535446717,0.9553963774502322
2019-06-17,1.0024625176955702,0.9538318181567951
2019-06-18,1.0047603269122354,0.9558360032373576
2019-06-19,1.0054946056761336,0.9567766561966122
2019-06-20,1.0119096557627216,0.9633311167203568
2019-06-21,1.0127158249511492,0.9642821673201195
2019-06-24,1.0141924059599412,0.9658476417561711
2019-06-25,1.0149747042215007,0.9668307694405781
2019-06-26,1.0128314593799037,0.9645376187203384
2019-06-27,1.0140358201149062,0.9658885374782435
2019-06-28,1.014462195314744,0.9662349008548026
2019-06-30,1.014455020727139,0.9661784909916319
2019-07-01,1.010836011618661,0.9631304874877894
2019-07-02,1.0124338850079,0.9654868156587331
2019-07-03,1.0183180307269777,0.9699155210102813
2019-07-04,1.0162509020072965,0.967196506643198
2019-07-05,1.016860750365042,0.9686203596646785
2019-07-08,1.0157675610903896,0.9636783518457733
2019-07-09,1.013974803088717,0.9617530884664593
2019-07-10,1.0137861258517402,0.9615516836612024
2019-07-11,1.0176300769773539,0.965775094090614
2019-07-12,1.0163608373961905,0.9656058555629194
2019-07-15,1.0167029005417036,0.9664950280171687
2019-07-16,1.017020342561754,0.9664685597650122
2019-07-17,1.0158964669739603,0.9647274165311424
2019-07-18,1.017916459129917,0.9650746416667072
2019-07-19,1.0207482012264237,0.9691254497252242
2019-07-22,1.019359041337855,0.9664460300983879
2019-07-23,1.0180465681194677,0.9658575405759587
2019-07-24,1.0188657067520508,0.9676319066341104
2019-07-25,1.0189388334250324,0.9686736791675027
2019-07-26,1.018489505436832,0.9688422732548344
2019-07-29,1.0187508774695995,0.9684194710905677
2019-07-30,1.0196689152158185,0.9701704312324528
2019-07-31,1.0207469056470175,0.9704533460000273
2019-08-01,1.0159358571141774,0.9650758372534761
2019-08-02,1.0143407132122002,0.9631825337530995
2019-08-05,1.0105148583245482,0.9592770526802272
2019-08-06,1.0086496566857357,0.9576473766047493
2019-08-07,1.0109058475263024,0.9595686673625196
2019-08-08,1.018000241383223,0.9661598799339708
2019-08-09,1.0155005765825544,0.9638050254921913
2019-08-12,1.0188311840444302,0.9670405982123834
2019-08-13,1.0208308775658068,0.9682483612097447
2019-08-14,1.017296377144038,0.9645054076835416
2019-08-15,1.0193433567790307,0.9668289949407533
2019-08-16,1.022066150049066,0.9693886532394786
2019-08-19,1.0279214946266515,0.9754861511892344
2019-08-20,1.0271033377859073,0.9742197142711515
2019-08-21,1.0264887809161594,0.9741225063818909
2019-08-22,1.0278930830024824,0.9747761162801676
2019-08-23,1.0283613620638565,0.9747978985102561
2019-08-26,1.0298832846093748,0.9754591291544301
2019-08-27,1.033440044410741,0.9786561376673163
2019-08-28,1.0331729767190339,0.9779558022667171
2019-08-29,1.0344529374431577,0.9786017984032717
2019-08-30,1.0332318040727597,0.9772676266385709
2019-09-02,1.0350408183501811,0.9793316244950354
2019-09-03,1.0343559458888203,0.9792134125584581
2019-09-04,1.0357691524925632,0.9801033115836509
2019-09-05,1.0398411418215108,0.9833593022762597
2019-09-06,1.0390138549588677,0.9826589541240842
2019-09-09,1.040017989372244,0.9845405923905405
2019-09-10,1.0391204670743748,0.983456659982328
2019-09-11,1.0339650369881601,0.976792158628137
2019-09-12,1.0363497803832078,0.9793081665367902
2019-09-16,1.034901673479205,0.9782374870066077
2019-09-17,1.029423837005311,0.9720340395971545
2019-09-18,1.0326774033339217,0.9755311631898973
